tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,DeviceProtection,HC_Cluster
1.125056875803025,0.8354952811645946,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
1.6137012404433893,-0.7531826509942192,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,Yes,0
-0.5851984004382496,-0.34438058895335305,One year,DSL,Credit card (automatic),Yes,Yes,No,No,Yes,0
-0.9516816739185228,0.9850570111795457,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,No,2
-1.1960038562387048,0.3502505571160864,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,No,2
0.5956921474426305,0.46989994112804756,One year,Fiber optic,Electronic check,Yes,No,No,No,No,0
-0.055833672077855064,0.47987072312904416,Two year,DSL,Mailed check,No,Yes,No,Yes,Yes,0
0.7178532386027215,-1.4827115340671475,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.9109613101984924,0.5014740841312035,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,Yes,2
-1.2774445836787656,-0.5221928679711283,Month-to-month,DSL,Mailed check,No,Yes,No,No,No,2
0.7992939660427822,-1.4744025490663168,One year,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
1.2879383306831464,1.5567151792366918,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
1.2064976032430856,-1.3464441800535252,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-1.1960038562387048,-0.00869759491979612,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,No,2
0.9621754209229036,1.5201556452330371,One year,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0
0.5549717837226001,-0.3028356639492,One year,DSL,Credit card (automatic),No,No,No,No,No,0
-0.9924020376385531,-0.33607160395252245,Month-to-month,DSL,Mailed check,No,No,Yes,No,No,2
-0.0965540357978854,0.3319707901142591,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,No,0
0.5142514200025698,-1.2916048790480432,One year,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,0.48485611412954227,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-0.8702409464784621,-0.47233895796614456,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,No,0
-1.0331224013585834,0.34526516611558833,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,Yes,2
0.3920903288424788,1.2974748472107767,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,2
0.6771328748826912,-1.4827115340671475,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-0.9516816739185228,1.1479131171958254,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,2
0.10704778280226633,-0.08680205392760396,One year,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,No,0
0.6364125111626608,-1.4660935640654862,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.5549717837226001,-1.4893587220678117,Two year,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
-0.13727439951791576,-1.0307027500219619,Month-to-month,DSL,Mailed check,No,No,No,Yes,No,2
-0.0965540357978854,0.574593152138513,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,0
-1.2774445836787656,0.3303089931140931,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,No,2
1.369379058123207,0.6394032351449919,Two year,DSL,Mailed check,Yes,Yes,Yes,Yes,Yes,0
1.3286586944031769,1.5384354122348645,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,Yes,0
1.6137012404433893,1.2010906212011416,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,0
-0.8295205827584317,0.47156173812821356,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,No,2
1.5729808767233588,0.06940686408801149,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No,No,0
-1.1145631287986442,-1.4527991880641573,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
0.7992939660427822,-1.4544609850643233,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.30015585439803716,1.1213243651931677,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
-1.2774445836787656,-1.481049737066981,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,-1.505976692069473,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
0.22920887396235737,1.0049985751815391,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,0
1.369379058123207,-0.6385186579827569,One year,DSL,Bank transfer (automatic),No,No,No,Yes,Yes,0
1.4508197855632678,1.503537675231376,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,0
-1.1145631287986442,-1.3447823830533592,Month-to-month,DSL,Mailed check,No,No,No,No,No,2
1.6137012404433893,1.3091074262119398,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,0
-0.015113308357824713,-1.150352134033923,One year,DSL,Mailed check,No,No,Yes,No,No,0
0.43281069256250915,0.9833952141793793,One year,Fiber optic,Mailed check,No,No,No,Yes,No,0
1.6137012404433893,-1.5076384890696393,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.9214550572028734,1.0631614701873533,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,2
0.7992939660427822,-0.22639300194155818,One year,DSL,Credit card (automatic),No,Yes,Yes,No,Yes,0
0.43281069256250915,0.893658176170409,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
0.18848851024232702,0.39013368512007346,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
1.2879383306831464,-0.33773340095268845,Two year,DSL,Electronic check,Yes,Yes,No,Yes,No,0
-1.1960038562387048,0.8338334841644282,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,2
0.14776814652229667,-1.1204397880309327,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,0
-0.9109613101984924,1.1794872601989819,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,2
0.35136996512244845,-1.4660935640654862,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.21871512695797646,0.6792863631489789,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No,No,No,2
0.9621754209229036,1.1645310871974868,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,Yes,0
-1.0738427650786138,-1.46443176706532,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-1.1960038562387048,0.32033821111309646,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-1.0331224013585834,-0.467353566965646,Month-to-month,DSL,Mailed check,No,No,Yes,No,No,2
-1.1552834925186746,-1.4594463760648215,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
0.025607055362205634,0.8039211381614382,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,No,0
-0.21871512695797646,0.44164939212522314,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,Yes,2
1.6137012404433893,-1.3697093380558512,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,-1.4960059100684764,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.5729808767233588,-0.2762469119465419,One year,DSL,Electronic check,Yes,No,Yes,Yes,No,0
-0.7888002190384014,0.7042133181514708,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.30015585439803716,-0.2047896409393986,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,Yes,Yes,0
1.4100994218432374,-0.47233895796614456,Two year,DSL,Bank transfer (automatic),No,Yes,No,No,No,0
-1.2774445836787656,-0.9742016520163136,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
-1.2367242199587352,-0.6784017859867437,Month-to-month,DSL,Electronic check,No,No,No,No,No,2
0.43281069256250915,-1.2982520670487077,Two year,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-0.38159658183809786,0.3402797751150897,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,No,2
1.2879383306831464,-1.481049737066981,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.002895784642934,-1.5009913010689746,Two year,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,0.18905624809997262,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,No,2
1.6137012404433893,0.7740087921584478,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,0
-0.9924020376385531,0.21232140610229844,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,No,2
1.1657772395230555,1.2060760122016398,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,0
1.2879383306831464,0.6493740171459885,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,No,No,0
1.5729808767233588,-1.3564149620545218,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
1.3286586944031769,1.1396041321949948,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes,No,0
-1.1960038562387048,-1.5009913010689746,One year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,-0.6351950639824246,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
-0.0965540357978854,-0.00869759491979612,One year,DSL,Credit card (automatic),No,No,No,Yes,Yes,0
-0.7073594915983407,0.1574821050968162,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,Yes,2
-0.9924020376385531,0.12590796209365976,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,No,2
-1.0331224013585834,1.0049985751815391,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,No,2
1.5322605130033284,1.4420511862252297,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,Yes,0
1.2064976032430856,0.7091987091519689,Two year,DSL,Electronic check,No,Yes,Yes,Yes,Yes,0
-1.0738427650786138,-1.4976677070686424,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.748079855318371,0.5363718211346925,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,2
-0.4223169455581282,0.6443886261454905,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
-0.4223169455581282,-1.4827115340671475,One year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.6666391278783103,-0.017006579920626735,Two year,DSL,Mailed check,No,No,Yes,Yes,Yes,0
-0.9109613101984924,-1.2982520670487077,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.7888002190384014,-0.29120308494803704,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,No,2
-0.5037576729981889,0.5862257311396761,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,2
-1.2367242199587352,0.16412929309748078,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
0.8400143297628127,0.30372024111143525,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No,Yes,0
-0.8702409464784621,-1.4677553610656522,One year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.4915401492832983,-1.491020519067978,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-1.1552834925186746,0.20401242110146783,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,2
1.6137012404433893,0.8072447321617703,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
1.0436161483629645,-0.6468276429835875,Month-to-month,DSL,Electronic check,Yes,No,No,No,Yes,2
-0.6666391278783103,-1.4744025490663168,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
0.43281069256250915,0.6477122201458225,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,0
-1.2367242199587352,1.3174164112127704,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,Yes,2
-0.748079855318371,0.5712695581381809,Two year,DSL,Mailed check,No,Yes,No,Yes,Yes,0
0.8400143297628127,1.0000131841810405,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,0
-0.015113308357824713,-1.4694171580658184,One year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.06632741908223598,-1.33148800705203,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
-0.7073594915983407,0.32200000811326246,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,No,2
-1.0331224013585834,0.3884718881199074,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,2
-0.7073594915983407,1.3489905542159264,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,2
1.1657772395230555,-1.4694171580658184,One year,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,-1.156999322034587,Month-to-month,DSL,Bank transfer (automatic),No,No,No,No,No,2
-1.2774445836787656,-0.6468276429835875,Month-to-month,DSL,Mailed check,No,No,No,No,No,2
-0.9924020376385531,0.6560212051466532,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No,No,2
0.025607055362205634,0.3319707901142591,One year,DSL,Credit card (automatic),No,No,Yes,Yes,Yes,0
-0.7888002190384014,0.4815325201292102,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,Yes,2
-1.2774445836787656,-1.328164413051698,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
-0.5037576729981889,-0.4307940329619915,Month-to-month,DSL,Mailed check,Yes,No,No,No,No,2
-1.1960038562387048,-1.1420431490330922,Month-to-month,DSL,Electronic check,No,Yes,No,No,No,2
-0.7888002190384014,-1.4993295040688086,One year,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
0.3106496014024181,-0.27126152094604356,Month-to-month,DSL,Credit card (automatic),No,No,No,No,No,2
0.43281069256250915,0.2372483611047903,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No,No,0
-1.0738427650786138,0.8720548151682491,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,Yes,2
1.4915401492832983,-1.4960059100684764,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
1.6137012404433893,1.4935668932303794,Two year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,Yes,0
1.0843365120829946,-1.5109620830699715,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.5037576729981889,1.0565142821866886,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,No,2
-0.3408762181180675,-1.3514295710540236,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
1.0843365120829946,1.5484061942358611,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,Yes,2
1.6137012404433893,1.5783185402388515,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,0
-1.2774445836787656,-1.462769970065154,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.21871512695797646,1.2343265612044643,One year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes,No,0
-0.748079855318371,0.5081212721318681,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No,No,No,2
1.5729808767233588,1.3556377422165908,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0
-0.7888002190384014,0.4499583771260538,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,2
0.47353105628253944,0.13587874409465642,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,No,No,2
0.025607055362205634,0.5047976781315361,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,No,2
1.6137012404433893,-0.3094828519498643,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No,Yes,0
-1.2774445836787656,0.50313588113137,Month-to-month,Fiber optic,Electronic check,No,No,No,No,No,2
-0.5444780367182193,1.3905354792200795,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,0
1.2879383306831464,1.2526063282062914,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes,Yes,0
-1.2367242199587352,-0.6235624849812617,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,No,2
-1.2774445836787656,-1.3132082400502028,Month-to-month,DSL,Electronic check,No,No,No,No,No,2
1.1657772395230555,-1.4960059100684764,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.13727439951791576,-1.4876969250676457,One year,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
-0.38159658183809786,0.7324638671542947,Month-to-month,Fiber optic,Electronic check,No,No,No,No,No,2
1.002895784642934,-0.19980424993890028,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,0
1.6137012404433893,-0.6484894399837535,Two year,DSL,Credit card (automatic),No,Yes,Yes,No,Yes,0
1.369379058123207,-0.27126152094604356,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
1.3286586944031769,0.6460504231456565,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,0
-0.9924020376385531,0.5064594751317021,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
-1.1552834925186746,0.179085466098976,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
1.5729808767233588,-1.329826210051864,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,-1.481049737066981,One year,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
-1.1552834925186746,-0.4889569279678058,Month-to-month,DSL,Mailed check,No,Yes,No,No,No,2
-0.8295205827584317,-1.5093002860698053,One year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-0.3408762181180675,-0.47067716096597834,One year,DSL,Mailed check,Yes,No,Yes,Yes,No,0
-0.055833672077855064,0.544680806135523,One year,DSL,Mailed check,Yes,Yes,Yes,Yes,Yes,0
-1.2774445836787656,-0.31779183695069496,Month-to-month,DSL,Mailed check,No,No,No,Yes,No,2
-0.0965540357978854,0.8354952811645946,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No,No,No,2
0.5956921474426305,0.682609957149311,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,No,0
0.880734693482843,1.437065795224731,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes,No,0
0.7178532386027215,0.9551446651765553,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No,No,0
-1.2774445836787656,0.6593447991469852,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,No,2
1.6137012404433893,-1.479387940066815,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.13727439951791576,-1.3165318340505352,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
-1.2367242199587352,-0.34438058895335305,Month-to-month,DSL,Mailed check,Yes,No,No,No,No,2
-0.9109613101984924,-1.16863190103575,Two year,DSL,Mailed check,Yes,Yes,No,No,No,0
-0.5851984004382496,0.2787932861089434,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.8702409464784621,1.0049985751815391,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-0.6666391278783103,-1.4960059100684764,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.6137012404433893,0.7258166791536301,Two year,DSL,Bank transfer (automatic),No,Yes,No,Yes,Yes,0
1.6137012404433893,1.476948923228718,Two year,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,0
0.35136996512244845,0.3303089931140931,One year,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,No,0
1.3286586944031769,0.9850570111795457,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,Yes,0
-0.7888002190384014,-0.3310862129520241,Month-to-month,DSL,Electronic check,Yes,No,No,No,Yes,2
-1.1552834925186746,0.35191235411625243,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,2
0.35136996512244845,0.00792037508186511,One year,DSL,Mailed check,No,No,No,No,Yes,2
-0.7073594915983407,0.32033821111309646,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-1.2774445836787656,-0.5388108379727895,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,No,2
0.3920903288424788,1.1379423351948288,One year,Fiber optic,Electronic check,Yes,No,Yes,No,Yes,0
